第	2031753883
的	955045684
是	302767865
了	289974428
不	265599229
在	244578659
有	233190578
人	223414747
我	219771810
中	165851045
大	160105069
这	155568163
个	155154321
一	154396724
上	145330127
国	140570022
为	138872227
和	128932235
来	125028194
到	122408509
要	119953744
年	117577425
会	116061257
时	112898058
以	107413127
出	102260021
发	100383114
他	99643826
生	99524265
就	98896786
们	98273393
你	97933950
对	96794404
地	95540454
好	89580433
能	86406714
行	85969700
家	85164817
后	82950464
可	82860217
也	82587328
下	82404429
天	81083254
过	79835097
成	79006600
说	77906357
日	77597814
业	77484507
自	75257186
得	75108907
用	73640658
经	73544912
现	72280534
于	72052488
作	71907491
都	71194689
子	69989653
分	69508946
学	68543764
市	68111707
还	67412364
开	66912646
方	66480213
公	65724273
心	65287756
看	63184822
小	63011651
动	62214360
前	62173028
新	62034741
工	61682719
进	61268125
么	60668713
本	60177744
高	59505813
而	59204405
道	57952593
者	57591346
面	57441892
主	57100795
没	56952014
理	56440922
实	55733071
去	55436982
部	55216591
最	54846933
力	54801105
同	54510753
着	54487850
全	54312386
定	54091324
之	53896091
事	53745365
产	53513863
月	53091141
法	52250698
场	52227518
然	50575637
起	50498018
将	50424309
与	49772666
那	49300270
长	49211049
想	49085261
机	48977514
很	48411134
其	48345857
等	47848110
加	47577869
体	47248271
关	46910462
所	46852761
里	46766781
多	46286661
民	45846096
重	45821050
如	45556503
情	45497212
手	44892476
当	44638693
明	43864401
美	43815108
合	43801268
性	43342527
次	43152310
比	42696118
间	42642237
资	42530010
外	42482480
电	42329177
但	42318684
种	42073475
内	41830283
度	41303701
表	41296116
无	40917058
从	40610945
因	40081361
意	39669171
元	39646395
已	39602888
报	39462572
化	39383236
只	38933063
样	38692015
员	38578889
两	38231902
金	38179423
名	37922416
品	37899796
通	37888028
些	37666030
车	37188143
此	37090133
制	36716794
水	36464777
正	36238468
记	36105791
位	35999402
目	35860198
展	35608980
建	35584388
相	35542995
文	35537140
期	35485888
己	35268756
回	35106941
利	34912276
果	34841054
今	34822123
政	34712693
入	34647321
应	34612567
真	34501787
提	34220894
区	34121254
司	34117102
给	33916892
被	33783249
女	33766721
老	32903494
问	32864039
活	32800609
平	32764956
量	32233397
并	32224002
感	31779963
保	31770315
安	31749218
价	31078295
管	30869063
身	30848259
爱	30676879
及	30561791
知	30490348
务	30481024
系	30409080
门	30282195
队	30256175
结	30004508
更	29731839
特	29414368
计	29340881
头	29297481
海	29155774
做	29148604
信	29120411
常	29008280
总	28986304
东	28913013
啊	28744817
她	28637747
基	28320562
又	28314118
